word,count,avg_rate
axyon,1,2
aymoré,2,4
ayuda,1,5
ayudar,8,5
ayudarte,1,4
ayudate,1,5
ayurveda,4,3
ayurvédica,60,3
ayúdanos,1,4
azarro,1,4
azealia,4,4
azeitar,18,4
azeite,5,4
azeitona,4,1
azenha,2,2
azevedo,2,5
azia,1,4
azibo,2,3
azine,1,5
azores,3,5
azul,166,3
azular,1,4
azulejaria,5,2
azulejo,21,2
azuleno,1,1
azure,2,3
azzaro,1,1
açai,1,1
açaí,5,3
aço,1,4
açorar,110,4
açorda,17,3
açoreano,18,5
açoriano,18,2
açucar,1,2
ação,61,4
ações,13,4
açúcar,12,4
aéreo,48,4
aéro,1,2
aéroports,2,4
babar,1,5
baby,1,5
babybubble,1,5
babycam,13,3
babyfun,1,2
babyliss,1,1
babyoga,1,2
babysitting,6,1
bacalao,1,5
bacalhau,81,4
bacalhoada,4,1
bacana,1,1
bacanal,1,4
bacardi,2,1
baccus,1,3
bach,2,2
bachata,1,4
bacia,2,4
back,7,4
backend,3,4
backlinks,1,4
backpack,36,2
backup,11,4
backyardigans,17,2
bacon,4,3
bacteriano,14,2
bacterias,1,2
bactéria,10,5
bacurim,1,3
badalar,5,2
badejo,1,1
badoca,13,3
badoxa,1,5
bafar,2,2
bagaceiro,1,4
bagagem,6,3
bagarai,2,5
bagdade,1,5
bageiras,1,5
bages,4,4
bags,4,4
baguete,15,1
bahamas,1,5
bahia,84,3
baiano,11,3
bail,1,5
bailar,105,2
bailarico,14,2
bailarino,5,1
baile,12,3
bailly,2,4
baio,1,3
bairrada,1,4
bairro,169,2
baita,1,5
baixar,67,4
baixo,154,4
baião,3,2
bajar,4,4
bajo,1,3
bakic,1,5
bakraoui,1,5
baku,2,5
bala,2,3
balaia,6,3
balaiagem,6,1
balanceamento,131,1
balancear,2,3
balanced,1,2
balancete,1,5
balanã,2,1
balançar,64,3
balanço,4,4
balar,22,1
balcao,3,5
balcão,1,5
baldar,20,3
baleal,2,2
balear,14,4
baleeiro,1,3
baleense,4,2
baleia,1,2
baleiro,48,3
baleiros,2,2
balenciaga,2,2
balinesas,27,3
balir,28,4
balizar,1,2
ballet,16,3
ballroom,5,1
balm,1,1
balneario,5,1
balneário,14,2
baloes,1,1
balsa,10,2
baltimore,1,5
balão,43,3
bambirra,1,1
bamboar,10,3
bamboos,1,3
bambu,46,3
bambuterapia,69,1
banal,9,3
banana,60,2
banca,50,5
bancada,12,2
bancario,2,4
banco,292,5
bancário,20,5
band,18,3
bandagem,102,1
bandagens,11,1
bandar,49,2
bandeirar,2,5
bandeiro,9,4
bandejar,14,3
banditz,6,3
bands,1,5
bang,4,4
bangkok,22,4
banguecoque,1,5
banhar,420,1
banheira,6,1
banheiro,30,4
banhista,1,3
banho,6,3
banif,48,5
banir,3,5
bank,46,4
banks,17,3
banner,3,2
banners,6,1
banqueta,3,1
banquete,11,4
banrisul,1,1
baptismo,105,2
baptizar,2,5
bar,8,4
barack,1,3
baralhar,28,1
baratar,91,4
barato,76,4
barbanera,1,2
barbante,2,4
barbar,8,3
barbeador,2,1
barbear,2,4
barbecue,57,3
barbi,1,2
barbie,17,3
barbosa,3,4
barca,2,2
barcelona,34,4
barcelos,6,5
barclaycard,6,3
barco,255,2
bardot,4,4
bareme,1,5
bariloche,3,3
barnabé,1,2
barney,5,2
barometro,2,3
barraca,4,2
barragem,9,4
barramento,1,4
barranco,2,2
barranquilla,32,2
barreirar,3,2
barreirinha,2,2
barreiro,1,5
barrenar,2,5
barreto,8,2
barretos,3,1
barriga,87,3
barril,2,2
barrinha,2,1
barrir,63,3
barro,2,5
barroco,1,4
barroso,21,5
barton,1,4
barueri,2,1
barulhar,3,5
barulhento,1,3
barão,17,4
barómetro,3,4
basal,1,2
basco,6,3
base,98,2
basear,5,5
baseball,1,2
based,1,5
basic,6,4
basica,29,1
basicas,1,1
basico,7,3
basquete,6,3
basquetebol,2,4
bassam,1,1
bastar,2,5
bastardo,2,4
bastidor,11,5
bastir,116,2
basto,80,3
bastonário,4,5
basófias,20,1
batalhar,65,3
batalhão,1,4
batata,111,2
batedor,12,3
bater,45,4
bateria,11,3
baterista,1,3
batido,2,3
batimento,11,1
batismo,260,2
batista,2,5
batizado,10,3
batizados,7,3
batman,4,4
batom,17,4
baton,2,1
battles,3,4
batucar,1,2
baume,2,5
baunilha,12,3
bauru,6,5
baviera,1,4
bayer,18,3
bayern,2,5
baygon,6,5
bayley,1,3
bazar,2,1
baía,11,2
bbeach,1,3
bbeauty,1,3
bbva,1,2
bcaa,4,2
bdmg,1,5
bdsm,5,4
beablebone,1,5
beach,71,3
beachwear,2,4
beactive,13,3
beaglebone,2,5
beans,1,4
bear,1,5
beast,2,1
beat,3,5
beatles,3,1
beato,3,5
beatport,17,1
beatriz,2,5
beats,18,1
beaucaillou,3,4
beautiful,16,3
beauty,88,2
beauté,1,4
beax,7,3
bebar,4,2
bebedouro,2,2
beber,69,4
bebeto,1,2
bebido,262,3
bebã,3,5
bebé,101,4
bebês,2,2
because,2,2
beckham,17,2
become,1,4
becoming,1,2
beds,4,5
beduino,2,4
beef,2,1
beegees,1,1
been,2,4
beenie,4,3
beer,3,1
begoo,2,3
begónia,1,4
beibito,30,1
beijar,23,4
beijo,2,1
beijú,13,2
beirar,156,3
beirute,2,1
beirão,10,3
beja,306,2
beju,1,2
belcorp,2,1
belek,3,5
belenense,1,5
beleza,676,2
belezaaa,2,2
belfemme,13,2
belga,2,5
belharucas,2,2
believe,2,5
belissima,2,1
beliving,15,2
bella,41,4
bellas,1,2
belle,2,1
bellezza,2,2
bello,5,2
belly,7,2
bellíssima,10,2
belmonte,40,3
belo,155,2
belt,8,1
belu,1,4
belém,32,5
bem,7,5
benagil,1,5
benchmark,1,5
benchmarking,1,3
bendizer,7,2
benedita,4,5
benedito,6,4
beneficente,2,4
beneficiar,82,5
beneficio,4,5
beneficios,4,3
beneficiário,3,2
beneficiência,1,4
beneficência,1,3
benefit,2,4
benefits,42,4
benefã,5,4
benefício,113,3
benetton,9,4
benfeitor,4,3
benfica,132,5
bengalada,1,5
benidorm,1,5
benjamin,2,4
bensaude,3,4
bento,59,4
benz,7,4
benzema,2,5
benéfico,1,3
benítez,2,5
beolit,1,3
bepro,20,3
beriev,1,5
beringela,1,3
berlim,5,5
bermuda,1,1
bernardo,3,5
bernd,6,2
berta,4,2
berto,33,1
bertrandcírculo,1,5
berço,5,3
berçário,1,1
besi,3,5
besiktas,2,5
best,545,3
besta,1,3
besten,1,5
besthouse,13,1
bestseller,1,4
betar,7,2
betboo,2,1
betclic,1,5
beterraba,2,5
beth,1,3
betmotion,20,1
beto,11,2
betrend,6,5
betta,1,3
bettanin,5,5
better,11,3
betão,5,4
beurer,10,4
beychevelle,1,4
beyond,7,2
bezegol,4,3
bhagavad,3,3
bial,2,5
biberão,2,1
bibliocanto,1,5
biblioteca,8,4
bicabornato,4,1
bicampeão,3,4
bicar,14,3
bicarbonato,12,2
bichar,5,1
bicharada,13,3
bicho,14,2
bicicleta,200,3
bico,13,2
bicolores,1,2
bieber,1,2
bienvenida,2,5
bienvenido,1,5
bifana,2,3
bifar,26,3
bife,14,4
bihortas,6,3
bijorhca,1,5
bijucatita,112,2
bijutaria,2,1
bijuteria,16,3
bikas,1,1
bike,17,3
bikefit,1,2
biker,2,4
bikini,13,4
bilbao,1,5
bile,2,5
bilha,1,5
bilhar,3,1
bilhete,204,3
bilheteira,1,5
bilingue,3,5
bilião,4,3
bill,2,5
billabong,2,3
billy,1,1
bilíngue,1,3
bilíngues,4,4
bimbo,1,2
bimby,5,3
bingo,67,1
binoculo,13,1
binóculo,3,1
bioactivo,2,2
biobella,20,1
bioclimatizador,13,3
bioclimáticas,17,2
biocolor,8,5
biocombustível,1,3
biodanza,16,3
biodiesel,1,3
biodiversidade,1,4
bioestimulação,2,2
biofitness,12,1
bioglow,8,4
biografia,6,5
biogás,1,4
biohortas,6,3
bioimpedancia,6,2
biolage,4,2
biolife,3,2
biolifting,1,2
biologica,3,2
biologico,1,1
biológico,12,3
biombo,13,1
biométrico,1,4
bioparque,5,3
bioqual,6,4
biorgonomia,2,2
biorresson,1,3
biothecare,7,1
biotherm,2,3
biotrial,1,5
biotrês,1,4
bipolar,1,3
biquini,9,3
biquã,5,1
biquínis,7,2
bird,4,4
birds,14,4
birm,4,4
birrar,2,5
birte,9,2
birthday,78,5
bisbã,1,4
bisco,1,2
biscoitar,1,2
biscoito,10,5
biscuit,6,4
bishoujo,1,4
bisnagar,31,2
bissau,2,5
bissexto,1,3
bistorta,3,4
bistr,6,3
bistro,1,4
bisuterã,1,5
bitcoin,1,4
bito,1,4
bitoques,2,3
bitos,1,5
bits,9,3
bivolt,1,1
bixiga,7,1
bizarre,15,3
bizarro,2,4
bizdirect,1,5
bizfranchising,7,2
biólogo,2,4
blacc,4,4
black,154,2
blackberry,56,2
blackfix,3,4
blackfriday,1,4
blackout,12,3
blackview,11,3
blackwater,1,3
blade,18,2
blanc,5,3
blaster,2,5
blatter,3,5
blazers,1,1
blender,4,4
bless,12,1
blicos,1,5
blindafort,14,2
blindagem,115,1
blindar,4,5
blist,1,4
blitz,7,1
bloc,4,3
block,1,4
blockchain,1,4
bloco,59,4
blocs,1,4
blog,273,4
blogger,16,3
bloggers,2,5
blogs,5,3
blogspot,1,2
blogue,1,5
blogueras,10,5
blogueros,1,2
blokart,2,3
blondy,9,2
bloom,3,4
bloqueador,2,1
bloquear,6,5
bloqueio,10,3
blue,22,3
bluearth,2,3
bluedestiny,1,2
blueprint,1,1
blues,25,4
blueticket,1,3
bluetooth,51,2
blumenau,5,2
bluray,2,5
blusa,9,2
blush,1,3
bmgcard,1,4
bndes,4,2
board,1,3
boarder,4,3
boards,1,3
boatar,1,2
boavista,14,4
bobby,2,1
bobear,1,1
bobeira,3,2
bobinar,1,3
bobis,1,4
bobone,1,4
bobó,3,1
bocar,94,2
bocca,1,3
bock,94,4
boda,2,5
bode,69,3
bodies,2,2
body,169,2
bodybliss,1,2
bodyboard,25,2
bodycare,8,3
bodyclinic,2,2
bodygenics,3,4
bodyscience,2,3
bodystocking,1,3
boeira,1,5
boesel,1,1
bofetada,2,5
bogar,19,1
bogey,1,5
bogoday,1,1
bogotá,4,4
bohemias,4,2
boho,2,5
boiadeiro,7,1
boiar,1,2
boias,1,3
boicotar,4,5
boina,4,3
boitatá,1,2
boião,3,2
bojar,1,1
boklok,1,5
boko,2,5
bola,37,1
bolacha,12,3
bolar,577,2
boleiro,17,3
boletar,4,5
boletim,56,4
boletin,1,3
boleto,20,4
boletín,7,5
bolhar,3,3
bolich,2,2
boliche,13,2
bolimbolacho,11,1
bolinar,8,1
boliqueime,1,5
boliviano,6,1
bolo,90,2
bolode,3,1
bolognese,1,2
bolonha,2,5
bolonhês,7,1
bolor,4,2
bolota,8,3
bolsa,6,1
bolsar,145,4
bolseiro,3,5
bolsillo,1,4
bolsista,11,5
bolso,16,4
bolsonaro,1,4
bolsão,36,1
bolt,76,2
bolão,57,4
bom,405,2
bomba,41,5
bombardeamento,2,5
bombardear,1,3
bombardier,1,5
bombeiro,11,5
bombista,3,5
bombom,116,2
bombástico,6,4
bommmmmmba,1,4
bomnegocio,1,1
bomonty,27,3
bonacure,1,4
bonançar,14,3
bonatto,1,1
bonbons,7,2
boneca,8,2
boneco,1,2
bonfim,4,5
bonificar,1,4
bonito,105,3
bonne,1,5
bonny,2,5
bonprix,2,4
bonsabor,2,4
bonsai,10,3
bonsucesso,39,5
bonus,9,4
boné,3,1
boogie,1,4
book,185,2
booka,4,3
books,9,3
boom,3,5
booom,1,3
boost,2,2
bootcamp,5,4
booth,4,4
boots,3,3
boquete,2,4
bora,8,4
boratto,3,4
borboleta,1,1
borboto,3,4
bordador,1,5
bordar,103,2
bordeaux,9,4
bordeira,2,2
bordeus,1,4
bordéus,3,5
boreal,3,3
borges,1,4
borgonha,1,4
borgore,4,4
bori,1,5
borla,2,3
borlix,1,5
born,5,4
borracho,1,2
borralheiro,5,3
borralho,1,5
borregar,2,4
bortolato,2,1
bosch,6,3
bose,4,4
bosh,10,4
boss,130,3
bossa,15,3
boston,1,5
botafogo,1,1
botanical,1,3
botar,1,3
bote,1,3
boteco,19,3
botellón,1,5
botequim,3,5
bothanica,5,1
boticário,3,4
botija,2,5
botim,4,3
botinho,1,3
botnet,1,4
boto,36,3
botons,1,5
botox,279,1
bots,1,5
bottas,1,2
bottle,1,4
bottled,1,5
bottom,1,4
bottox,6,1
botulinica,31,1
botulismo,1,5
botulínica,31,1
botã,1,5
botão,2,4
botóx,3,2
boucherie,2,4
boucheron,1,4
boudoir,1,2
bouhlel,1,5
boulevard,2,1
boulez,1,5
bouquet,46,1
bouret,3,1
bourgogne,5,3
boutique,39,3
bovino,1,3
bowen,2,3
bowie,7,5
bowl,8,4
bowling,13,2
boxar,35,1
boxbeat,6,2
boxers,4,4
boxing,8,2
boyleske,10,3
boys,3,5
boyz,1,4
boémio,29,3
bpged,37,4
bpmerj,1,4
bracelet,1,4
bracelete,60,1
brad,2,3
bradesco,147,4
braga,597,4
bragança,5,4
brahimi,8,5
brahma,10,3
braille,2,3
brainstorming,1,5
brainware,1,3
branco,704,2
brand,10,5
branding,8,4
brandini,4,1
brands,1,3
brandsclub,1,3
brane,2,4
branqueamento,89,2
brasa,20,3
brasense,4,5
brasenses,1,3
brasil,879,3
brasileieiras,1,5
brasileiro,154,4
brasileras,9,3
brasilia,6,1
brastemp,9,2
brasã,1,5
brasília,43,5
braun,10,4
bravio,7,3
bravo,3,3
brazil,2,5
brazão,10,3
braça,10,2
braçadeira,6,3
braço,27,3
breakfast,19,4
breakfasts,1,4
breaks,16,4
breathable,2,3
breeze,1,1
breivik,1,5
brenatt,24,4
brennan,4,4
brevemente,4,4
brexit,26,5
breyner,1,5
brian,1,1
bricolage,1,2
bridal,1,5
bridge,2,3
bried,1,4
brief,2,5
brigadeiro,65,1
brigadeiroooo,1,2
brigantino,1,5
brigar,20,2
brigitte,11,3
brilhance,3,1
brilhante,106,2
brilhar,140,2
brincadeira,25,4
brincalhão,1,5
brincar,19,4
brinco,44,2
brindar,55,3
brinde,87,3
brinquedo,111,2
brion,3,4
brit,16,5
britanicos,11,3
britar,4,1
british,7,4
britney,13,1
brmotors,20,4
broa,1,4
broadcast,2,4
broadway,12,3
brocar,5,4
brochar,2,3
broche,1,5
brodheim,1,5
broker,3,5
bronco,3,5
brondi,6,1
bronzage,1,4
bronze,18,4
bronzeamento,14,1
bronzear,21,1
brotar,1,2
broten,2,2
brother,17,3
brothers,12,2
broto,23,1
brownie,11,1
brownies,2,2
browser,2,4
brrrrrrr,9,3
bruce,1,5
bruchettas,1,5
brum,1,4
brunao,1,1
brunch,66,3
brunches,8,3
brunir,24,5
bruno,7,3
bruschetta,5,4
bruschettas,1,5
brush,34,1
brushing,253,3
brushings,2,3
brutal,1,5
bruxelas,71,5
bruxelles,1,5
bruxismo,3,2
bruxo,2,5
brás,26,5
bslk,12,1
btoc,3,5
bttgps,4,5
bucal,29,1
bucaramanga,8,1
buceta,1,5
buco,29,1
budapeste,2,5
budda,2,4
buddha,6,2
budget,6,3
budo,1,4
budweiser,4,1
buena,2,3
bueno,1,5
buenos,18,2
bufar,1,5
buffalos,2,4
buffet,180,2
bufê,1,4
buggy,85,2
build,1,1
builders,5,3
building,16,5
buin,3,3
bulboso,1,4
bulk,1,2
bull,2,1
bullet,6,3
bullying,15,3
bumbum,1,2
bunda,3,5
bundle,1,4
bundles,1,4
bungalow,293,3
bungalows,85,3
bungee,87,2
buon,8,2
buondi,2,3
buquê,26,2
buracar,9,4
buraco,2,5
burberry,40,3
burger,1,5
burgmeister,24,3
burgo,13,3
burkina,1,5
burlar,11,5
burlesco,26,3
burlesque,4,2
burlão,2,5
burnout,2,5
burnquist,1,1
burocracia,2,5
burquíni,2,5
burro,9,3
burrows,5,2
buscapé,2,1
buscar,71,4
business,88,3
bussaco,8,2
buster,3,1
butterfly,3,1
buyers,1,3
buziana,2,4
buziano,10,3
buzianos,1,4
buzinar,2,1
buzios,4,1
buço,84,2
bvlgari,11,3
bwizer,3,5
bytes,1,5
bácoro,2,5
báltico,1,4
bárbaro,1,4
básico,49,4
bébé,10,3
bélgica,4,5
bétula,1,2
bêbado,2,4
bêbedo,1,5
bênção,1,5
bíblia,39,1
bíblico,2,1
bíceps,1,3
bónus,6,4
búfalo,6,1
búlgaro,1,5
bússola,14,1
búzio,629,3
caab,1,5
caape,2,3
cabalistico,2,1
cabano,3,3
cabaret,4,3
cabaz,74,3
cabeamento,2,3
cabear,2,4
cabeceira,64,3
cabecilha,1,5
cabecinho,33,1
cabedelo,2,2
cabelar,327,2
cabeleireiro,178,2
cabeleiro,2,2
cabellar,1,5
cabellos,22,2
cabelo,222,1
cabeludo,2,1
caber,8,4
cabeã,1,3
cabeça,66,4
cabeço,225,1
cabeçorra,1,2
cabide,1,3
cabify,1,5
cabina,7,1
cabisbaixo,1,5
cable,2,3
cableireiro,5,2
cableireiros,2,3
cabo,1061,3
cabofriense,1,2
cabovisão,1,5
cabral,7,3
cabreiroá,1,5
cabrueira,1,1
cacau,16,4
cachaca,2,1
cachar,2,4
cacharel,10,3
cachaça,4,4
cachecol,1,3
cachoeirar,1,3
cachoros,1,3
cachorro,16,2
cachorrão,1,3
cachê,17,4
caco,13,3
cacto,1,3
cacula,2,1
cadastrar,171,2
cadastro,2,5
caddie,1,5
cade,12,1
cadeia,29,4
cadeira,382,3
cadeirão,22,3
caderno,7,3
cadiveu,98,1
cadoiço,2,5
caducar,1,3
cadáver,2,5
cadê,8,3
caetano,6,1
cafe,19,1
cafetaria,1,3
cafeteiro,26,1
cafeterapia,6,2
caff,4,3
caffe,11,2
caffé,3,1
cafã,1,5
café,315,2
caicara,1,1
caicó,2,1
caipifrutas,1,1
caipira,3,1
caipirinha,36,2
caipirosca,1,4
caipiroscas,1,2
caipiroska,10,1
caipiroskas,12,1
cair,110,4
cairo,6,4
caixa,365,3
caixabank,5,5
caixeta,6,3
caixilho,2,4
caixote,1,1
caixã,1,4
cajoca,1,4
cajons,1,2
caju,3,1
cajueiro,1,4
cake,70,4
cakepoperia,2,3
cakes,34,1
cal,25,3
calabi,1,5
calabrês,17,2
calafate,2,3
calar,4,4
calaresa,2,2
calcar,11,1
calculador,2,3
calcular,5,4
calculos,1,1
calcário,4,1
caldeirao,6,1
caldeirar,26,3
caldeireiro,1,5
caldeirão,213,2
caldo,40,1
caleidoscópio,1,4
caleira,7,5
calendarizar,1,5
calendário,32,4
calgary,22,3
calhar,12,4
calheta,2,2
calibragem,1,2
calictídeos,1,1
calidad,14,2
calientes,10,3
californiano,126,2
califórnio,4,2
calippo,2,3
calixto,1,1
call,55,4
calla,1,4
callaway,1,5
calle,7,4
calls,2,4
calm,1,5
calmante,7,3
calmar,1,4
calmo,13,3
calo,19,2
caloiro,3,5
calon,2,4
calor,346,3
caloria,8,4
calorão,2,2
calosidade,2,2
calourada,1,2
calvin,214,2
calvíce,2,1
calvície,18,2
calzado,1,5
calzedonia,1,5
calzone,31,1
calão,2,5
calça,12,2
calçar,312,2
calças,11,1
calção,11,3
calêndula,2,4
calórico,1,3
cama,217,3
camanga,6,3
camapanha,1,5
camarada,1,3
camarao,7,2
camarata,41,1
camareiro,1,4
camarim,4,2
camaro,4,1
camarote,22,1
camarã,1,5
camarão,111,2
camaçari,214,1
cambial,3,3
cambiar,35,3
cambogia,4,1
camboja,7,4
cambojia,69,2
camboriu,5,1
camboriú,3,3
cambrar,2,5
cambridge,115,2
camel,103,3
camelbak,1,5
camelo,1,4
camera,67,1
cameras,17,1
cameron,5,5
camerum,1,1
camgirls,1,4
camila,6,3
camilo,2,4
caminhar,64,3
caminho,83,2
caminhonete,1,4
camionete,1,4
camisa,42,3
camiseta,68,1
camisola,69,4
camião,8,5
camo,4,4
camomila,13,1
camor,1,3
camp,19,5
campagne,1,3
campaign,1,5
campaigner,1,5
campainha,2,3
campanha,536,4
campanhã,2,5
campanilla,9,3
campar,234,4
campaã,1,5
campbell,18,3
campea,1,1
campeoes,3,1
campeonato,47,5
campestre,4,4
campeão,87,4
camping,97,1
campino,24,2
campismo,18,4
campista,4,3
campo,29,3
campofrio,1,3
camporeal,13,3
camps,3,3
campus,6,5
cams,13,3
camtasia,1,4
camurçar,1,2
camã,2,5
canadá,39,4
canadã,1,5
canal,250,2
canalha,4,4
canalizaã,1,3
canaria,2,5
canastra,2,3
canavarros,85,2
canavês,1,5
cancelamento,10,5
cancelar,10,5
canceroso,2,4
cancerígeno,1,3
cancro,23,4
cancun,23,4
cancún,13,4
candeeiro,11,3
candence,1,2
candidatar,21,5
candidato,37,5
candidatur,1,5
candidatura,44,4
candle,5,2
candy,11,3
caneca,41,3
canecada,2,3
canelar,12,3
caneleiro,1,2
canet,2,4
caneta,55,3
cangaia,8,1
canhão,5,3
canil,2,5
caninca,1,1
canino,5,5
cannes,1,5
cannon,4,2
cannot,1,1
cannyoning,1,4
cano,82,2
canoa,11,3
canoagem,35,2
canon,13,4
cansaco,1,1
cansar,34,2
cansaço,4,1
cantanhede,4,2
cantar,9,4
canteiro,1,2
cantenac,2,4
cantina,30,3
canto,18,2
cantor,11,4
canvas,1,5
canyoning,67,2
canábis,2,5
canção,3,3
caos,6,5
capacete,26,2
capacidad,3,5
capacidade,12,4
capacitación,1,5
capacitar,6,4
capacitação,27,3
capacitores,1,5
capadócio,1,4
capar,458,5
caparica,171,3
capaz,1,5
capel,1,5
capela,5,5
capgemini,1,5
capilar,793,1
capilarsem,1,1
capinha,2,1
capital,45,5
capitalização,2,5
capitar,5,5
capitão,11,3
capm,1,3
capoeiro,16,2
caponga,1,1
cappuccino,8,1
cappuccinos,1,2
caprichar,1,3
caprio,2,5
captador,2,4
captar,12,4
captação,32,1
capturar,8,3
capuccino,3,3
capuchar,1,5
capuz,37,2
capítulo,1,2
caracois,1,2
caracol,95,3
caracolar,8,3
caracteristicas,1,5
caracterizar,3,3
caracterização,2,3
característico,20,3
caramba,1,2
caramelo,3,5
caramulo,77,3
caran,1,3
caranga,1,3
caranguejada,4,3
caranguejo,16,2
caranguejola,2,5
caranha,2,1
carateristicas,2,3
carauta,1,2
caravana,13,4
caraíba,1,4
carbocisteína,37,1
carboidrato,1,4
carbonara,2,3
carbonizar,1,5
carbono,12,2
carboxiterapia,50,1
carboxterapia,11,1
carburador,7,1
carcajada,3,2
carcavelos,13,3
card,58,4
cardan,1,4
cardapio,3,1
cardapios,1,1
cardar,1,5
cardin,160,3
cardio,7,4
cardiologia,1,4
cardoso,2,5
cardume,6,1
cardápio,26,1
cardíaco,32,2
care,10,3
careca,3,1
caredent,1,3
carente,1,4
carey,1,3
carga,67,4
cargada,1,5
cargan,3,1
cargar,1,5
cargo,5,4
caribbean,7,5
caribe,26,3
caribenhas,2,2
caricaturar,1,3
carijoequot,1,2
caril,1,5
carimbar,2,4
carioca,15,3
carl,1,4
carla,163,1
carlo,1,1
carlos,44,5
carlsberg,5,1
carnaldeia,3,2
carnalentejana,4,3
carnar,166,2
carnaval,378,3
carnaxide,2,5
carnaúba,1,3
carne,49,2
carneiro,16,3
carnide,1,5
carnival,7,3
carnosina,1,4
caro,108,4
carocha,26,3
carol,2,5
carolino,15,4
carpete,28,3
carpir,1,2
carqueijais,59,1
carraça,5,5
carrações,3,5
carregador,247,1
carregar,37,5
carreira,53,3
carrera,22,4
carrero,7,2
carretao,2,2
carretel,1,1
carretão,2,1
carril,2,5
carrillo,6,5
carrinha,3,5
carro,404,3
carroçar,1,1
carrussel,17,3
carry,1,5
cars,2,5
cart,1,4
cartagena,51,3
cartao,5,1
cartar,269,3
cartaz,43,3
carteirista,1,4
carteiro,69,3
cartel,1,5
cartela,1,3
cartier,1,4
cartoes,2,1
cartola,3,2
cartomante,9,1
cartoonista,2,5
cartucho,162,1
cartão,356,4
caruaru,27,1
caruso,2,4
carvalhal,2,2
carvalho,30,5
carvoeiro,60,3
carvão,25,3
caráter,1,3
casa,2,3
casabona,2,3
casaco,19,3
casag,1,4
casagrande,9,1
casal,359,3
casamentar,146,2
casamenteiro,1,3
casamento,35,3
casar,2362,3
casarao,14,1
cascar,122,2
cascata,2,3
cascavel,6,1
casear,1,3
caseiro,50,3
caserita,1,4
cash,46,1
casillas,13,5
casino,37,3
casio,49,4
caso,343,4
caspa,4,4
casquinha,28,1
cass,3,3
cassete,6,3
cassino,6,1
cassis,1,4
castagnaro,1,1
castanheiro,14,2
castanho,21,3
castelhano,131,2
castelo,817,3
castelão,1,3
castigar,2,5
castigo,3,5
casting,32,3
casto,7,3
castrar,9,4
casual,12,3
catabolismo,2,4
cataguases,1,4
catalogar,35,3
catalunha,4,5
catalão,22,1
cataplana,53,3
catar,2,5
catarata,2,3
catarino,9,5
catedral,1,4
categoria,21,3
category,1,4
catena,1,4
catering,2,4
catherine,1,4
catitar,4,3
cativante,1,2
cativar,3,5
cato,1,3
catolica,1,4
catra,1,1
catrica,1,3
catroga,1,5
catuaba,2,2
catupiry,23,2
catwalk,1,5
catálogo,195,4
catástrofe,4,5
catã,1,3
católico,5,4
cauda,2,5
caudalie,5,2
causador,1,3
causar,193,3
cautelar,3,5
cauterizacao,58,2
cauterização,226,1
cautivarlas,3,3
cavacar,61,5
cavalar,86,3
cavaleiro,2,4
cavali,33,3
cavaliacao,1,1
cavalli,44,2
cavallo,1,5
cavalo,3,4
cavaquinho,2,2
cavaquismo,1,5
cavar,2,2
cave,8,3
caverna,1,5
cavi,1,2
caviar,6,4
cavilhar,1,3
cavill,1,5
cavitação,99,2
caxemira,1,3
caxias,3,5
caxinas,1,5
cazacu,3,1
cazanova,4,1
cazar,1,5
caçador,6,5
caçar,14,5
caçu,1,4
cação,5,2
cblindagem,2,1
cbrilho,1,1
ccamera,3,1
ccartomante,1,1
ccera,1,1
ccertificado,1,1
ccreatina,2,1
cctv,8,4
cdmae,1,1
cdmr,8,3
cdoc,2,5
cear,20,2
cearense,4,3
cebola,6,2
cebolada,11,1
cecotec,33,3
cecílio,3,3
ceder,4,5
cedência,2,5
cefad,20,4
cefinho,1,4
cegar,2,5
cego,1,1
cegonha,1,2
ceiia,1,5
ceimspa,3,5
cela,3,5
celebrar,176,3
celebrate,2,4
celebration,1,1
celebração,8,3
